molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL1509826,COc1ccc(OC)c(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])s3)C2=O)c1,Inactive,403.372,2.3399,1,8,4.72630441206991
CHEMBL1391887,COc1cc(/C=C2/C(=O)ON=C2C)ccc1OCc1cccc(F)c1,Inactive,341.338,3.7294,0,5,4.61744267809121
CHEMBL1580345,Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)cc1,Inactive,348.318,2.39542,1,6,4.63959594527006
CHEMBL1733061,CC1=C(O)C(O)=C(C2=C(O)C(O)=C(C)C(=O)C2=O)C(=O)C1=O,Inactive,306.226,0.5782,4,8,4.54836705254301
CHEMBL1713628,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1N=Nc1ccccc1[N+](=O)[O-],Inactive,404.433,3.8497,2,9,4.18882730493345
CHEMBL1990734,O=C(O)c1ccccc1N=N/C(=N/Nc1cc(S(=O)(=O)[O-])ccc1O)c1ccccc1.[Na+],Inactive,439.429,3.5521,3,8,4.71942162963192
CHEMBL1392064,COc1ccc(Nc2cc(Cl)ccc2C(=O)O)cn1,Inactive,278.695,3.1854,2,4,4.19722627470802
CHEMBL1462969,CCOc1ccc(C(c2c(O)n(C)c(SC)nc2=O)c2c(O)n(C)c(SC)nc2=O)cc1,Inactive,476.58,2.3079,2,11,4.36632959394856
CHEMBL1352170,Cc1c(N=C2C=C(Br)C(=O)C(Br)=C2)c(=O)n(-c2ccccc2)n1C,Inactive,451.118,3.69722,0,5,4.08365134772454
CHEMBL1449785,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(c3ccccc3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,Inactive,566.404,4.4961,0,8,4
CHEMBL3216654,COc1cc(NCCCC(C)N)c2ncccc2c1.Cl.Cl,Inactive,259.353,2.7827,2,4,4
CHEMBL1481016,O=C(O)C(c1ccccc1)N1C(=O)/C(=C/c2cccs2)SC1=S,Inactive,361.469,3.7752,1,5,4.32882715728492
CHEMBL1991599,Oc1ccc(/C=N/N2CCOCC2)c(O)c1O,Inactive,238.243,0.4695,3,6,4.34707711243206
CHEMBL1312212,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1,Inactive,476.554,5.0207,3,5,4.17405485679615
CHEMBL202043,O=C1/C(=C/c2ccc(F)cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,Inactive,394.474,2.9204,1,5,4.4356890900394
CHEMBL1452526,Cc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,Inactive,404.538,3.39814,1,5,4.58619748323065
CHEMBL1173036,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)oc(=O)c1ccccc12,Inactive,435.435,5.5637,2,4,4.24933735386594
CHEMBL1587876,Cc1ccc(C(=O)C2=C(O)C(=O)OC2c2ccc(Cl)cc2)cc1,Inactive,328.751,3.94132,1,4,4.21595358419189
CHEMBL1392200,Fc1cccc2sc(Nc3nnc(-c4ccccc4)o3)nc12,Inactive,312.329,4.229,1,6,4.29920977862565
CHEMBL1532491,O=c1oc2ccccc2c(O)c1[C@H]1c2ccc(O)cc2Oc2c1c(=O)oc1ccccc21,Inactive,426.38,4.5965,2,7,4.09301884677115
CHEMBL1714002,COC1=C(Br)C(=O)c2ncccc2C1=O,Intermediate,268.066,1.7135,0,4,5.4672456210075
CHEMBL1549172,COc1cccc(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])s3)C2=O)c1,Inactive,373.346,2.3313,1,7,4.41998788747058
CHEMBL1392133,Cc1sc(NC(=O)C2CCCCC2C(=O)O)c(C(N)=O)c1-c1ccc(C(C)C)cc1,Inactive,428.554,4.77532,3,4,4.20287101220345
CHEMBL1431490,O=C(CSc1nnc(-c2ccco2)c(-c2ccco2)n1)Nc1ccccc1,Inactive,378.413,4.1224,1,7,4
CHEMBL1431570,Cc1ccc(/C=C2/C(=O)NC(=O)N(CC3CCCO3)C2=O)s1,Inactive,320.37,1.69732,1,5,4
CHEMBL1532549,O=[N+]([O-])c1cccc(/C=C/c2nc(O)nc(O)c2[N+](=O)[O-])c1,Inactive,304.218,1.8746,2,8,4.13792828062001
CHEMBL1713747,CCCCC[C@@H]1C=C(C(=O)O)[C@H](c2ccc(Cl)cc2)N1S(=O)(=O)c1ccc(C)cc1,Inactive,447.984,5.35392000000001,1,3,4.3737623148531
CHEMBL1610098,O=C1/C(=C/c2nc3ccccc3[nH]2)SC(=S)N1NS(=O)(=O)c1ccccc1,Inactive,416.509,2.6576,2,6,4.2616952069259
CHEMBL1392332,O=C1OC(c2ccccc2)C(C(=O)c2ccc(Cl)cc2)=C1O,Inactive,314.724,3.6329,1,4,4.07862570458153
CHEMBL1881266,N#C/C(=C\c1ccccc1)C(=O)NNS(=O)(=O)c1cccc([N+](=O)[O-])c1,Inactive,372.362,1.51148,2,6,4.28567024025477
CHEMBL1881398,COc1cc(/C=C2\C(=O)N(c3cccc(C(=O)O)c3)N=C2C)ccc1OCc1ccccc1,Intermediate,442.471,4.7785,1,5,5.09745322068601
CHEMBL1714335,Cc1ccccc1C1=C/C(=C(\SS/C(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)=C2\C=C(c3ccccc3C)SS2)C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)SS1,Intermediate,968.854,13.58624,2,12,5.03385826726097
CHEMBL1714348,O=C1C(=NO)CCc2ccccc21,Inactive,175.187,1.6457,1,3,4.05266432405126
CHEMBL1470869,CCCCNC(=O)c1onc(CSc2cccc3ccccc23)c1C(=O)O,Inactive,384.457,4.3482,2,5,4.30425572480268
CHEMBL1502839,CCn1c(CSc2nnc3ccccn23)nc2cc(C(=O)O)ccc21,Inactive,353.407,3.0894,1,7,4.63432485954408
CHEMBL1335410,CCC1(C)Cc2c(sc3[nH]c(=O)[nH]c(=O)c23)CS1,Inactive,282.39,2.2359,2,4,4.05222329153526
CHEMBL1571467,Cc1ccc(/C=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)cc1,Inactive,383.494,3.89212,1,4,4.40726823360604
CHEMBL1580660,O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,Inactive,425.771,5.6326,1,5,4.3804892791615
CHEMBL1318520,Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(Cl)cc3)CC=C(C(=O)O)[C@@H]2c2ccc(C(C)(C)C)cc2)cc1,Inactive,524.082,6.83392000000001,1,3,4.40186635418676
CHEMBL1312739,COc1cc(/C=C2/C(=O)NC(=O)N(c3ccccc3)C2=O)ccc1O,Inactive,338.319,2.0672,2,5,4
CHEMBL1994988,O=[N+]([O-])c1cc(Cl)cc(/C=N/NC(=S)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1O,Inactive,499.958,2.2952,3,8,4
CHEMBL1902287,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(O)c1.O=C(O)c1ccccc1,Inactive,303.358,2.0576,5,5,4
CHEMBL1510455,COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc([N+](=O)[O-])s3)C2=O)cc1,Inactive,373.346,2.3313,1,7,4.40771218404787
CHEMBL1541889,O=C(NNc1ccc(O)cc1)c1ccc(Br)cc1,Inactive,307.147,2.9116,3,3,4
CHEMBL1312673,O=C1NC(=O)C(=Cc2cc3c(cc2[N+](=O)[O-])OCO3)C(=O)N1,Inactive,305.202,0.0729,2,7,4.66938333270556
CHEMBL1714283,Cc1cc(O)c(C(C)C)cc1N=Cc1ccccc1[N+](=O)[O-],Inactive,298.342,4.48282,1,4,4
CHEMBL1528294,CCc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1,Inactive,331.349,2.1655,0,5,4
CHEMBL581225,O=c1c2ccc3c(=O)n(CCCCO)c(=O)c4ccc(c(=O)n1CCCCO)c2c34,Inactive,410.426,1.5768,2,6,4
CHEMBL1453783,COC/C=C/C1=CC2=CC(=O)C(C)(OC(=O)C3CCCC3)C(=O)C2=CO1,Inactive,358.39,2.5573,0,6,4.04493793032497
CHEMBL1525576,CCc1ccc(/C=C2/SC(=S)N(CCCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,Inactive,454.573,4.5673,2,5,4.50376245483326
CHEMBL1588205,CCOc1c(Cl)cc(C(=O)Nc2ccccc2C(=O)O)cc1Cl,Inactive,354.189,4.3426,2,3,4.28374617410396
CHEMBL1541890,O=C(O)Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1,Inactive,350.33,4.2861,3,5,4.16685288808722
CHEMBL1734152,CC1COCC(C)N1C1=C(Cl)C(=O)c2ccccc2C1=O,Inactive,305.761,2.6252,0,4,4.79155864356143
CHEMBL1527565,Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O,Inactive,246.262,2.79284,4,4,4.40044440901402
CHEMBL1330109,Cc1ccc(C(=O)c2no[n+]([O-])c2C(=O)c2ccc(C)cc2)cc1,Inactive,322.32,2.38684,0,5,4
CHEMBL1541795,Cc1ccc(C(C2=C(O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)o1,Inactive,372.461,4.44722,1,5,4.22199353857649
CHEMBL1335615,NS(=O)(=O)c1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1,Inactive,371.374,3.3064,3,6,4
CHEMBL1463571,Cc1nn2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2c1-c1ccccc1,Inactive,346.346,3.98552,1,6,4.43818333568104
CHEMBL1410860,O=C(COc1cccc2ccccc12)Nc1ccc(Cl)cc1C(=O)O,Inactive,355.777,4.2089,2,3,4.42331319479901
CHEMBL1402954,CCOc1c(Br)cc(/C=C2\C(=O)N(CCC#N)N=C2C)cc1OC,Inactive,392.253,3.37158,0,5,4
CHEMBL1532684,CSc1nc(O)c(C(c2ccc(O)cc2)c2c(O)nc(SC)nc2O)c(O)n1,Inactive,420.472,2.4186,5,11,4.33049716589566
CHEMBL1598439,CCC(=O)OC1(C)C(=O)C=C2C=C(C3CC3)OC=C2C1=O,Inactive,288.299,1.9845,0,5,4
CHEMBL1902239,C=CCOc1ccc(C(c2c(O)nc(SC)nc2O)c2c(O)nc(SC)nc2O)cc1,Inactive,460.537,3.2778,4,11,4.47690416174743
CHEMBL1714492,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Br)cc3)C(C(=O)O)=C[C@H]2CC2CCCC2)cc1,Inactive,504.446,5.46302,1,3,4.43203309317685
CHEMBL3144962,COc1cc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc(OC)c1OC,Inactive,526.593,4.46744,2,7,4.41634789145796
CHEMBL1305092,O=C(O)CN1C(=O)/C(=C\c2cccc(OCc3ccc(Cl)cc3Cl)c2)SC1=S,Inactive,454.356,4.8582,1,5,4.44381815334709
CHEMBL1492148,Cc1ccc(Sc2ccc(C=C3C(=O)N(C)C(=O)N(C)C3=O)o2)cc1,Inactive,356.403,3.17302,0,5,4.83773438570198
CHEMBL1580684,O=C(CN1C(=O)/C(=C2\SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,Inactive,582.479,2.8936,2,7,4.66494348056091
CHEMBL1312842,COc1cccc(/C=C2\C(=O)C(=O)c3ccccc32)c1,Inactive,264.28,3.0012,0,3,4.88941028970075
CHEMBL1549691,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccc(Cl)cc1)C(C#N)C#N,Inactive,376.847,4.12146,0,4,4.25829701604226
CHEMBL1368160,COc1cc(/C=C(/C#N)C(=O)Nc2ccccc2)c(Br)cc1OCc1ccc(C(=O)O)cc1,Inactive,507.34,5.28058,2,5,4.17665620917935
CHEMBL1995550,O=C(/C(=N/N=C/c1ccc(O)c(O)c1O)c1ccccc1)c1ccccc1,Inactive,360.369,3.5095,3,6,4.29972906264356
CHEMBL1715126,Cc1cc(O)c(C(C)C)cc1N=Cc1ccc(N(C)C)cc1,Inactive,296.414,4.64062,1,3,4
CHEMBL1549660,CC(C)CSC1=NSC2=NC(=O)/C(=C\c3ccccc3)C(=N)N12,Inactive,344.465,3.65247,1,5,4.28600573233936
CHEMBL1392718,COC(=O)Cn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,Inactive,327.296,0.5637,2,6,4.59074334796109
CHEMBL1541950,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Br)cc1,Inactive,371.618,2.1049,0,4,4.44117147518299
CHEMBL1463468,O=C(O)CCN1C(=O)/C(=C2\C(=O)N(Cc3ccc(F)cc3)c3ccccc32)SC1=S,Inactive,442.493,3.4186,1,5,4.38468134338852
CHEMBL1348345,CCCCNC(=O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,Inactive,361.401,4.6797,1,5,4.09485199814398
CHEMBL1734539,O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,Inactive,253.235,2.19,2,5,4.34008379993015
CHEMBL1588339,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C(C)(C)C)cc1,Inactive,415.511,4.77702,2,5,4.59159042153157
CHEMBL1715210,CCCCCC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,Inactive,417.461,2.5576,4,6,4.52360317327467
CHEMBL1323243,O=C1Nc2ccc(Cl)cc2C12Nc1ccccc1-c1nnc(SCc3ccccc3F)nc1O2,Inactive,491.935,5.2328,2,7,4.36471736200179
CHEMBL1486234,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(O)c([N+](=O)[O-])c2)=C(O)C1,Intermediate,429.469,4.78640000000001,3,7,5.02273378757271
CHEMBL1442097,COC(=O)C1=CN(c2cccc(C)c2)C=C(C(=O)OC)C1c1cc(OC)c(O)c([N+](=O)[O-])c1,Inactive,454.435,3.33502,1,9,4.24772101453988
CHEMBL1447137,CC1=C(C#N)C(=O)NC(=O)/C1=C\c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,Inactive,377.356,3.35152,1,6,4.1878891587969
CHEMBL3191022,CCn1c(C)nc2cc(C(=O)N/N=C/c3ccc(O)c(O)c3O)ccc21,Inactive,354.366,2.24532,4,7,4.66374044798581
CHEMBL1559687,COc1cc(/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)cc([N+](=O)[O-])c1O,Inactive,373.296,1.9095,2,6,4
CHEMBL1580896,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cccc(C)c1,Inactive,276.339,3.80112,0,2,4.29696669526631
CHEMBL1446929,CCC(=O)NC1=C(Cl)C(=O)C(NC(=O)CC)=C(Cl)C1=O,Intermediate,319.144,1.0914,2,4,5.28483264215154
CHEMBL1424728,CC1(C)CC(=O)C(C(c2ccc(Br)cc2)C2C(=O)CC(C)(C)CC2=O)C(=O)C1,Inactive,447.369,4.6815,0,4,4.1008911418066
CHEMBL3211294,CC1/C(=N\Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CCC1(C(=O)O)c1ccccc1,Inactive,398.375,3.7234,2,7,4
CHEMBL1493697,Cc1ccc(C(c2c(O)n3c(nc2=O)SCC3)c2c(O)n3c(nc2=O)SCC3)cc1,Inactive,442.522,1.91122,2,10,4.07468790850035
CHEMBL1486418,COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)C2c2ccc([N+](=O)[O-])cc2)nc1C,Inactive,483.458,3.83064,1,10,4.41465208890541
CHEMBL1368398,CCOC(=O)c1sc(N2N=C(C)/C(=C\c3ccc(OCC(=O)OC)cc3)C2=O)nc1C,Inactive,443.481,2.98612,0,9,4.04244059810252
CHEMBL1381627,COc1cc(-c2nnc(SCc3cc(=O)oc4cc(O)c(O)cc34)o2)cc(OC)c1OC,Inactive,458.448,3.5723,2,11,4
CHEMBL1476948,COc1cccc(/C=C2\Oc3cc(OCC(=O)N4Cc5ccccc5C[C@H]4C(=O)O)ccc3C2=O)c1,Inactive,485.492,3.7283,1,6,4.36251027048749
CHEMBL1715529,O=C(O)C(Cc1ccccc1)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,Inactive,433.074,4.5921,1,3,4.40088143494464
CHEMBL1715633,Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(Cl)c(Cl)c3)CC=C(C(=O)O)[C@@H]2c2ccc(Br)cc2)cc1,Inactive,581.315,6.95232000000001,1,3,4.36764395376093
CHEMBL1490677,O=C1C=CC(=O)N1N(c1ccccc1)c1ccccc1,Inactive,264.284,2.6647,0,3,4.38121997549379
CHEMBL1570573,CC1(OC(=O)c2ccco2)C(=O)C=C2C=C(C3CC3)OC=C2C1=O,Inactive,326.304,2.4813,0,6,4
CHEMBL1580845,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/c1ccc([N+](=O)[O-])s1,Inactive,343.32,2.3227,1,6,4.69100897099984
CHEMBL1542151,O=C1NC(=O)/C(=C/c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)S1,Inactive,349.751,3.6221,2,5,4.30653687278047
CHEMBL1375750,C#CCOc1ccc(/C=C2/C(=O)ON=C2C)cc1OCC,Inactive,285.299,2.4134,0,5,4
CHEMBL1331111,O=C(O)/C=C/C(=O)Nc1ccc(C2(c3ccc(NC(=O)/C=C/C(=O)O)cc3)c3ccccc3-c3ccccc32)cc1,Inactive,544.563,5.2083,4,4,4.74112337062787
CHEMBL1375820,CCc1ccccc1N1C(=O)C(Cl)=C(N2CCOCC2)C1=O,Inactive,320.776,1.9048,0,4,4.07972010536705
CHEMBL1365198,COC/C=C/C1=CC2=CC(=O)C(C)(OC(=O)c3cnc4ccccc4n3)C(=O)C2=CN1C1CC1,Inactive,457.486,3.0719,0,8,4
CHEMBL1370841,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(C3CCCC3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,Inactive,558.425,4.2341,0,8,4.47108329972235
CHEMBL1453077,O=C(CCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S)Nc1ccccc1C(=O)O,Inactive,446.937,4.2682,2,5,4.10941133229451
CHEMBL1451327,Cc1coc2c(O)cc3c(c12)OC1(N2CCCCC2)C(=O)NCCCC31,Inactive,356.422,3.01502,2,5,4.5620909644605
CHEMBL1345295,COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3[N+](=O)[O-])C2=O)cc1,Inactive,367.317,2.2698,1,6,4.49512154058978
CHEMBL1570535,COc1ccccc1/C=C1/C(=O)ON=C1C,Inactive,217.224,2.0113,0,4,4
CHEMBL1313127,CN1C(=O)/C(=C/c2ccc(C(=O)Nc3ccc(O)cc3C(=O)O)cc2)SC1=S,Inactive,414.464,3.1737,3,6,4.49743633089264
CHEMBL1471546,COC(=O)C1=C(C(=O)OC)C(c2cc(Cl)ccc2O)c2sc(O)nc2S1,Inactive,413.86,3.0454,2,9,4
CHEMBL1610382,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(C(C)(C)C)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,Inactive,517.691,6.74292000000001,1,3,4.43179827593301
CHEMBL1998429,Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccc(Br)cc3[N+](=O)[O-])o2)o1,Inactive,418.203,4.28262,1,6,4
CHEMBL1471595,CCC(C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)C(C)(OC(C)=O)C(=O)C2=CO1,Inactive,390.863,4.2995,0,5,4.4201021303969
CHEMBL1432468,O=C(NCc1cccs1)c1nc(O)c2nnn(Cc3ccccc3Cl)c2n1,Inactive,400.851,2.6201,2,8,4.28600573233936
CHEMBL1323428,C=CCOc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,Inactive,446.575,3.65452,1,6,4.48280410205003
CHEMBL1735496,NC(=S)N=Nc1c(O)cc(O)c2nc(O)ccc12,Inactive,264.266,1.6789,4,6,4.69875291136379
CHEMBL1353221,O=c1ccc2[n+]([O-])c3ccc([O-])cc3oc-2c1.[Na+],Intermediate,228.183,0.6048,0,4,5.79317412396815
CHEMBL1715441,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(O)cc3)sc2c1,Inactive,446.484,4.99464,2,7,4.51741223047323
CHEMBL1434708,COc1cccc(/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)c1,Inactive,312.3,2.2957,1,3,4.41941712318563
CHEMBL1525702,CC(=O)C1=C(O)C(=O)N(c2cc(C(C)(C)C)on2)C1c1ccc(C(C)C)cc1,Inactive,382.46,4.58450000000001,1,5,4.02104383478241
CHEMBL1559790,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2F)SC1=S,Inactive,482.352,4.453,1,5,4.48017200622428
CHEMBL329706,NC(=O)C1=C(c2ccccc2)c2ccccc2C1=O,Inactive,249.269,2.1701,1,2,4.22555603107504
CHEMBL1432590,O=C(O)c1cccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])c1,Inactive,334.675,3.2262,2,7,4.96980521464325
CHEMBL1471665,O=C(O)c1ccccc1-c1ccc(C=C2C(=O)N(c3ccccc3)C(=S)N(c3ccccc3)C2=O)o1,Inactive,494.528,5.3931,1,5,4.90833304240432
CHEMBL1526067,O=[N+]([O-])c1cc([N+](=O)[O-])c2cc3ccccc3nc2c1,Intermediate,269.216,3.2044,0,5,5.19586056766465
CHEMBL1328567,O=C1C(O)=C(O)C(=O)c2ccccc21,Inactive,190.154,1.3932,2,4,4
CHEMBL1570497,CCC(CNc1cc(OC)cc2cccnc12)NC1CCCCC1,Inactive,327.472,4.3562,2,4,4.40638169187046
CHEMBL1313324,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,Inactive,416.505,4.2322,1,7,4
CHEMBL1403191,CCC(=O)OC1(C)C(=O)C2=COC(c3ccc(OC)cc3)=CC2=C(Br)C1=O,Inactive,433.254,3.4629,0,6,4
CHEMBL1471648,CN1C(=O)C(=Cc2ccccc2Oc2ccc(Cl)c(F)c2)C(=O)N(C)C1=O,Inactive,388.782,3.7052,0,4,4.28525123927494
CHEMBL1904459,Cc1ccccc1C(=O)Nc1cccc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)c1,Inactive,452.854,4.27842,3,6,4
CHEMBL1313262,Oc1ccc(N=Nc2ccccc2-c2nn[nH]n2)c(O)c1,Inactive,282.263,2.6933,3,7,4
CHEMBL3197557,Cc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1O,Inactive,311.297,1.70392,3,7,4
CHEMBL1408302,O=C(COc1cccc2ccccc12)Nc1cc(Cl)ccc1C(=O)O,Inactive,355.777,4.2089,2,3,4.39200914145283
CHEMBL1581086,CCc1ccc(Nc2ccc(C(=O)O)cc2[N+](=O)[O-])cc1,Inactive,286.287,3.599,2,4,4
CHEMBL1432739,C#CCOc1ccccc1/C=C1/C(=O)ON=C1C,Inactive,241.246,2.0147,0,4,4
CHEMBL1305450,COc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,Inactive,292.294,4.1584,0,5,4.13117929380248
CHEMBL1581158,O=C1CCNc2cc3ccccc3cc21,Inactive,197.237,2.8381,1,2,4
CHEMBL1533094,O=C1NN(c2cccc(Br)c2)C(=O)/C1=C\c1ccc(O)cc1,Inactive,359.179,2.6161,2,3,4
CHEMBL2002332,Sc1nnc(-c2ccco2)n1/N=C/C(Cl)=C/c1ccccc1,Inactive,330.8,3.9406,1,6,4.20300960945431
CHEMBL1526088,CCc1ccc(NC2=NC(=O)/C(=C/c3cc(Br)c(OCC(=O)O)c(OC)c3)S2)cc1,Inactive,491.363,4.5659,2,6,4.40296333502235
CHEMBL1464014,Cn1cccc1/C=C1\C(=O)NC(=O)N(Cc2ccccc2)C1=O,Inactive,309.325,1.6871,1,4,4.63078414258986
CHEMBL1716414,O=[N+]([O-])c1cc(-c2ccccc2)cc([N+](=O)[O-])c1O,Inactive,260.205,2.8756,1,5,4.23091821288178
CHEMBL1735864,O=C(O)C(Cc1ccccc1)N1C(=O)C=CC1=O,Inactive,245.234,0.6073,1,3,4
CHEMBL1571889,CC(C)CN(CC(C)C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],Inactive,404.492,2.6275,2,6,4.79942307324515
CHEMBL1589086,O=C1NC(=O)C(=Cc2coc3ccccc3c2=O)C(=O)N1,Inactive,284.227,0.5424,2,5,4
CHEMBL1353570,COc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1COCC(F)(F)F,Inactive,510.549,5.00650000000001,0,6,4.55720677406023
CHEMBL1393237,Cc1ccc(C(C2=C(O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)s1,Inactive,388.529,4.91572,1,5,4.53165266958784
CHEMBL1385494,CC1=C/C(=C(/c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O.N,Inactive,540.229,5.31952,2,4,4.42021640338319
CHEMBL1345754,CCCCC1(C)OC(=O)C(=Cc2ccc(-c3ccc(Cl)c(C(=O)O)c3)o2)C(=O)O1,Inactive,418.829,4.688,1,6,4.85511458171286
CHEMBL1313485,CCOC(=O)c1ccc(CC(=O)c2ccc(O)c(O)c2O)o1,Inactive,306.27,1.9985,3,7,4.47378999615834
CHEMBL1408292,COc1cc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc(OC)c1OC,Inactive,480.589,3.11552,1,8,4.42770939384858
CHEMBL2001761,Oc1ccc(/C=N/N2CCCCC2)c(O)c1O,Inactive,236.271,1.6232,3,5,4
CHEMBL2001904,CC1=C/C(=C(\c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,Inactive,540.229,5.31952,2,4,4.27417000967942
CHEMBL1393327,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1,Inactive,361.404,3.5191,1,6,4.22453519065426
CHEMBL1550490,CCOC(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,Inactive,321.332,3.0817,1,5,4
CHEMBL1464042,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O,Inactive,387.457,4.0785,2,5,4.18568579979254
CHEMBL1503442,O=C1C(=Cc2cccn2-c2ccc(O)cc2)C(=O)c2ccccc21,Inactive,315.328,3.6455,1,4,4.99481948749622
CHEMBL1393512,CN1C(=O)NC(=O)/C(=C/c2ccc(C(=O)O)cc2)C1=O,Inactive,274.232,0.4764,2,4,4.06996838504903
CHEMBL1542529,CCCOc1ccc(/C=C2/C(=O)ON=C2C)cc1OCC,Inactive,289.331,3.1902,0,5,4.53760200210104
CHEMBL1736254,O=C1C(=NCCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,Inactive,452.102,4.0911,2,5,4.91292879409347
CHEMBL1542511,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cccs1,Inactive,268.341,3.5542,0,3,4.32956859063939
CHEMBL1408494,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)CSc3nc(O)c4c(C)c(C)sc4n3)cc2)no1,Inactive,505.603,3.84176,3,10,4.08692825969075
